Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,True,0,489,2,2,2,4,1,1,52,2,1,8,4,0,2564,18437,2,False,12,3,3,0,1,3,4,1,0,0,0
30,False,2,1398,0,22,4,1,3,0,69,3,3,0,1,1,8412,2890,1,False,11,3,3,0,10,3,3,9,8,7,8
57,False,0,210,0,29,3,3,1,1,56,2,4,5,4,2,14118,22102,4,False,12,3,3,1,32,3,2,1,0,0,0
50,False,0,1099,1,29,4,0,2,1,88,2,4,5,3,1,17046,9314,1,False,15,3,2,1,28,2,3,27,10,15,7
30,False,2,1116,1,2,3,2,3,0,49,3,1,2,4,0,2564,7181,1,False,14,3,3,0,12,2,2,11,7,6,7
60,False,1,1499,0,28,3,3,3,0,80,2,3,0,1,1,10266,2845,5,False,19,3,4,0,22,5,4,18,13,13,11
47,False,0,983,1,2,2,2,1,0,65,3,2,3,4,2,5070,7389,6,False,13,3,3,3,20,2,3,5,0,0,4
46,False,0,1009,1,2,3,0,1,1,51,3,4,7,3,1,17861,2288,7,False,13,3,3,0,26,2,1,3,2,0,1
35,False,0,144,1,22,3,0,4,1,46,1,1,2,3,0,4230,19225,1,False,15,3,3,0,6,2,3,5,4,4,3
54,False,0,548,1,8,4,0,3,0,42,3,2,2,3,0,3780,23428,8,False,11,3,3,0,19,3,3,1,0,0,0
34,False,0,1303,1,2,4,0,4,1,62,2,1,1,3,2,2768,8416,4,False,12,3,3,1,14,3,3,7,3,5,7
46,False,0,1125,0,10,3,3,3,0,94,2,3,0,4,1,9071,11563,3,True,19,3,3,1,15,3,3,3,2,1,2
31,False,0,1274,1,9,1,0,3,1,33,3,3,3,2,2,10648,14394,2,False,25,4,4,1,13,6,4,13,8,0,8
33,True,0,1277,1,15,1,2,2,1,56,3,3,5,3,1,13610,24619,8,True,12,3,4,0,15,2,4,7,6,7,7
33,True,0,587,1,10,1,2,1,1,38,1,1,2,4,2,3408,6705,8,False,13,3,1,3,8,2,3,4,3,1,3
30,False,0,413,0,7,1,3,4,1,57,3,1,6,2,0,2983,18398,1,False,14,3,1,0,4,3,3,3,2,1,2
35,False,0,1276,1,16,3,0,4,1,72,3,3,4,3,1,7632,14295,5,True,12,3,3,0,10,2,3,8,7,0,0
31,True,1,534,1,20,3,0,1,1,66,3,3,4,3,1,9824,22908,4,False,12,3,1,0,12,2,3,1,0,0,0
34,True,1,988,2,23,3,5,2,0,43,3,3,8,1,2,9950,11533,10,True,15,3,3,3,11,2,3,3,2,0,2
42,False,1,1474,1,5,2,1,2,1,97,3,1,2,3,1,2093,9260,5,False,17,3,4,1,8,4,3,2,2,2,0
36,False,2,635,0,10,4,2,2,1,32,3,3,0,4,0,9980,15318,2,False,14,3,4,0,10,3,2,10,3,9,7
22,True,1,1368,1,4,1,4,3,1,99,2,1,2,3,0,3894,9129,6,False,16,3,3,0,4,3,3,2,2,1,2
48,False,0,163,0,2,5,3,2,0,37,3,2,0,4,1,4051,19658,3,False,14,3,1,1,14,2,3,9,7,6,7
55,False,0,1117,0,18,5,0,1,0,83,3,4,5,2,0,16835,9873,4,False,23,4,4,0,37,2,3,10,9,7,7
41,False,2,267,0,10,2,0,4,1,56,3,2,0,4,0,6230,13430,8,False,14,3,4,0,16,3,3,14,3,1,10
35,False,0,619,0,1,3,3,2,1,85,3,2,0,3,1,4717,18659,10,False,11,3,3,0,15,2,3,11,9,6,9
40,False,0,302,1,6,3,0,2,0,75,3,4,3,3,0,13237,20364,8,False,15,3,3,0,22,3,3,20,6,5,13
39,False,1,443,1,8,1,0,3,0,48,3,1,2,3,1,3755,17872,2,False,11,3,1,1,8,3,3,8,3,0,7
31,False,0,828,0,2,1,0,2,1,77,3,2,0,4,0,6582,8346,5,True,13,3,3,0,10,2,4,6,5,0,5
42,False,0,319,1,24,3,2,4,1,56,3,3,3,1,1,7406,6950,2,True,21,4,4,1,10,5,2,10,9,5,8
45,False,0,561,0,2,3,1,4,1,61,3,2,0,2,1,4805,16177,1,False,19,3,2,1,9,3,4,8,7,3,7
26,True,1,426,2,17,4,0,2,0,58,3,1,8,3,2,2741,22808,1,True,11,3,2,1,8,2,2,7,7,1,0
29,False,0,232,1,19,3,4,4,1,34,3,2,3,4,2,4262,22645,5,False,12,3,2,2,8,2,4,3,2,1,2
33,False,0,922,1,1,5,2,1,0,95,4,4,7,3,2,16184,22578,5,False,19,3,3,1,10,2,3,6,1,0,5
31,False,0,688,0,7,3,0,3,1,44,2,3,5,4,2,11557,25291,10,False,21,4,3,1,10,3,2,5,4,0,1
18,True,1,1306,0,5,3,3,2,1,69,3,1,6,2,0,1878,8059,2,True,14,3,4,0,0,3,3,0,0,0,0
40,False,2,1094,0,28,3,1,3,1,58,1,3,0,1,2,10932,11373,4,False,15,3,3,1,20,2,3,1,0,0,1
41,False,2,509,1,2,4,1,1,0,62,2,2,4,3,0,6811,2112,3,True,17,3,1,0,10,3,3,8,7,0,7
26,False,0,775,0,29,2,2,1,1,45,3,2,0,3,2,4306,4267,6,False,12,3,1,2,8,5,3,0,0,0,0
35,False,0,195,0,1,3,2,1,0,80,3,2,0,3,0,4859,6698,2,False,16,3,4,0,5,3,3,5,4,0,3
34,False,0,258,0,21,4,0,4,1,74,4,2,0,4,0,5337,19921,2,False,12,3,4,0,10,3,3,10,7,5,7
26,True,0,471,1,24,3,4,3,1,66,1,1,2,4,0,2340,23213,2,True,18,3,2,0,1,3,1,1,0,0,0
37,False,0,799,1,1,3,4,2,0,59,3,3,3,4,0,7491,23848,5,False,17,3,4,0,12,3,4,6,5,1,2
46,False,1,1034,1,18,1,2,1,0,86,3,3,4,3,1,10527,8984,6,False,11,3,4,0,28,3,2,2,2,1,2
41,False,0,1276,0,2,5,0,2,0,91,3,4,5,1,1,16595,5626,8,False,16,3,2,1,22,2,3,18,16,11,8
37,False,2,142,0,9,4,2,1,1,69,3,3,0,2,2,8834,24666,2,False,13,3,4,1,9,6,3,9,5,7,7
52,False,0,956,1,6,2,4,4,1,78,3,2,1,1,2,5577,22087,4,True,12,3,2,2,18,3,3,10,9,6,9
32,True,2,1474,0,11,4,1,4,1,60,4,2,0,3,1,4707,23914,9,False,12,3,4,0,6,2,3,4,2,1,2
24,False,1,535,0,24,3,2,4,1,38,3,1,6,4,1,2400,5530,1,False,13,3,3,2,3,3,3,2,2,2,1
38,False,0,1495,1,10,3,2,3,0,76,3,2,4,3,1,9824,22174,4,False,19,3,3,1,18,4,3,1,0,0,0
37,False,0,446,1,1,4,0,2,0,65,3,2,3,2,1,6447,15701,7,False,12,3,2,1,8,2,2,6,5,4,3
49,False,0,1245,1,18,4,0,4,1,58,2,5,7,3,2,19502,2125,2,True,17,3,3,1,31,5,3,31,9,0,9
24,False,0,691,1,23,3,2,2,1,89,4,1,1,4,1,2725,21630,2,True,11,3,2,2,6,3,3,6,5,1,4
26,False,0,703,0,28,2,3,1,1,66,3,2,0,2,1,6272,7428,2,False,20,4,4,2,6,5,4,5,3,1,4
24,False,0,823,1,17,2,1,4,1,94,2,1,2,2,1,2127,9100,2,False,21,4,4,1,1,2,3,1,0,0,0
50,False,1,1246,2,3,3,2,1,1,99,3,5,5,2,1,18200,7999,2,False,11,3,3,1,32,2,3,32,5,10,7
25,False,0,622,0,13,1,2,2,1,40,3,1,6,3,1,2096,26376,2,False,11,3,3,0,7,1,3,7,4,0,6
24,True,1,1287,1,7,3,0,1,0,55,3,1,2,3,1,2886,14168,2,True,16,3,4,1,6,4,3,6,3,1,2
30,True,1,448,0,12,4,0,2,1,74,2,1,6,1,1,2033,14470,2,False,18,3,3,1,1,2,4,1,0,0,0
34,False,0,254,1,1,2,0,2,1,83,2,1,1,4,1,3622,22794,2,True,13,3,4,1,6,3,3,6,5,1,3
31,True,0,1365,0,13,4,2,2,1,46,3,2,0,1,2,4233,11512,3,False,17,3,3,0,9,2,1,3,1,1,2
35,False,0,538,1,25,2,1,1,1,54,2,2,2,4,0,3681,14004,5,False,14,3,4,0,9,3,3,3,2,0,2
31,False,0,525,0,6,4,2,1,1,66,4,2,0,4,2,5460,6219,5,False,22,4,4,2,13,4,4,7,7,5,7
27,False,0,798,1,6,4,2,1,0,66,2,1,1,3,2,2187,5013,1,False,12,3,3,2,6,5,2,5,3,0,3
37,False,0,558,0,2,3,3,4,1,75,3,2,0,3,1,9602,3010,5,True,11,3,3,1,17,3,2,3,0,1,0
20,False,0,959,1,1,3,0,4,0,83,2,1,1,2,0,2836,11757,2,False,13,3,4,0,1,0,4,1,0,0,0
42,False,0,622,1,2,4,0,3,0,81,3,2,4,4,1,4089,5718,2,False,13,3,2,2,10,4,3,10,2,2,2
43,False,0,782,1,6,4,1,2,1,50,2,4,7,4,2,16627,2671,5,True,14,3,3,1,21,3,2,1,0,0,0
38,False,0,362,1,1,1,0,3,0,43,3,1,1,1,0,2619,14561,4,False,17,3,4,0,8,3,2,0,0,0,0
43,False,1,1001,1,9,5,2,4,1,72,3,2,2,3,2,5679,19627,4,True,13,3,2,1,10,3,3,8,7,4,7
48,False,0,1236,1,1,4,0,4,0,40,2,4,5,1,1,15402,17997,8,False,11,3,1,1,21,3,1,3,2,0,2
44,False,0,1112,2,1,4,0,1,0,50,2,2,8,3,0,5985,26894,5,False,11,3,2,0,10,1,4,2,2,0,2
34,False,0,204,0,14,3,4,3,0,31,3,1,6,3,2,2579,2912,2,True,18,3,4,2,8,3,3,8,2,0,6
27,True,0,1420,0,2,1,3,3,1,85,3,1,6,1,2,3041,16346,1,False,11,3,2,1,5,3,3,4,3,0,2
21,False,0,1343,0,22,1,4,3,1,49,3,1,6,3,0,3447,24444,2,False,11,3,3,0,3,2,3,3,2,1,2
44,False,0,1315,1,3,4,1,4,1,35,3,5,5,4,1,19513,9358,5,True,12,3,1,1,26,2,4,2,2,0,1
22,False,0,604,1,6,1,2,1,1,69,3,1,1,3,1,2773,12145,1,False,20,4,4,0,3,3,3,2,2,2,2
33,False,0,1216,0,8,4,3,3,1,39,3,2,0,3,2,7104,20431,1,False,12,3,4,0,6,3,3,5,0,1,2
32,False,0,646,1,9,4,0,1,0,92,3,2,1,4,1,6322,18089,2,True,12,3,4,1,6,2,2,6,4,0,5
30,False,1,160,1,3,3,2,3,0,71,3,1,1,3,2,2083,22653,2,False,20,4,3,1,1,2,3,1,0,0,0
53,False,0,238,0,1,1,2,4,0,34,3,2,0,1,0,8381,7507,8,False,20,4,4,0,18,2,4,14,7,8,10
34,False,0,1397,1,1,5,0,2,1,42,3,1,1,4,1,2691,7660,2,False,12,3,4,1,10,4,2,10,9,8,8
45,True,1,306,0,26,4,0,1,0,100,3,2,0,1,1,4286,5630,3,False,14,3,4,2,5,4,3,1,1,0,0
26,False,0,991,1,6,3,0,3,0,71,3,1,2,4,1,2659,17759,2,True,13,3,3,1,3,2,3,3,2,0,2
37,False,0,482,1,3,3,1,3,1,36,3,3,3,3,1,9434,9606,2,False,15,3,3,1,10,2,3,10,7,7,8
29,False,0,1176,0,3,2,2,2,0,62,3,2,0,3,1,5561,3487,2,False,14,3,1,1,6,5,2,6,0,1,2
35,False,0,1017,1,6,4,0,2,1,82,1,2,1,4,0,6646,19368,2,False,13,3,2,0,17,3,3,17,11,11,8
33,False,1,1296,1,6,3,0,3,1,30,3,2,4,4,2,7725,5335,4,False,23,4,3,1,15,2,1,13,11,4,7
54,False,0,397,2,19,4,2,3,1,88,3,3,8,2,1,10725,6729,3,False,15,3,3,1,16,1,4,9,7,7,1
36,False,0,913,1,9,2,2,2,1,48,2,2,3,2,2,8847,13934,3,True,11,3,3,1,13,2,3,3,2,0,2
27,False,0,1115,1,3,4,2,1,1,54,2,1,1,4,0,2045,15174,1,False,13,3,4,0,5,0,3,4,2,1,1
20,True,0,1362,1,10,1,2,4,1,32,3,1,1,3,0,1009,26999,2,True,11,3,4,0,1,5,3,1,0,1,1
33,True,1,1076,1,3,3,0,1,1,70,3,1,1,1,0,3348,3164,2,True,11,3,1,0,10,3,3,10,8,9,7
35,False,2,727,1,3,3,0,3,1,41,2,1,2,3,1,1281,16900,2,False,18,3,3,2,1,3,3,1,0,0,0
23,False,0,885,1,4,3,2,1,1,58,4,1,1,1,1,2819,8544,3,False,16,3,1,1,5,3,4,3,2,0,2
25,False,0,810,0,8,3,0,4,1,57,4,2,0,2,1,4851,15678,1,False,22,4,3,1,4,4,3,3,2,1,2
38,False,0,243,0,7,4,3,4,0,46,2,2,0,4,0,4028,7791,1,False,20,4,1,0,8,2,3,7,7,0,5
29,False,1,806,1,1,4,0,2,1,76,1,1,1,4,2,2720,18959,2,False,18,3,4,1,10,5,3,10,7,2,8
48,False,0,817,0,2,1,3,2,1,56,4,2,0,2,1,8120,18597,4,False,12,3,4,0,12,3,3,2,2,2,2
27,False,1,1410,0,3,1,2,4,0,71,4,2,0,4,2,4647,16673,2,True,20,4,2,2,6,3,3,6,5,0,4
37,False,0,1225,1,10,2,0,4,1,80,4,1,1,4,0,4680,15232,4,False,17,3,1,0,4,2,3,1,0,0,0
50,False,0,1207,1,28,1,2,4,1,74,4,1,2,3,1,3221,3297,2,True,11,3,3,3,20,3,3,20,8,3,8
34,False,0,1442,1,9,3,2,4,0,46,2,3,4,2,0,8621,17654,2,False,14,3,2,0,9,3,4,8,7,7,7
24,True,0,693,0,3,2,0,1,0,65,3,2,0,3,0,4577,24785,10,False,14,3,1,0,4,3,3,2,2,2,0
39,False,0,408,1,2,4,4,4,0,80,2,2,4,3,0,4553,20978,2,False,11,3,1,0,20,4,3,20,7,11,10
32,False,0,929,0,10,3,3,4,1,55,3,2,0,4,0,5396,21703,2,False,12,3,4,0,10,2,2,10,7,0,8
50,True,1,562,0,8,2,4,2,1,50,3,2,0,3,1,6796,23452,4,True,14,3,1,1,18,4,3,4,3,1,3
38,False,0,827,1,1,4,0,2,0,33,4,2,4,4,0,7625,19383,1,False,13,3,3,0,10,4,2,9,7,1,8
27,False,0,608,1,1,2,0,3,0,68,3,3,3,1,1,7412,6009,2,False,11,3,4,0,9,3,3,9,7,0,7
32,False,0,1018,1,3,2,0,3,0,39,3,3,7,4,0,11159,19373,4,False,15,3,4,0,10,6,3,7,7,7,7
47,False,0,703,0,14,4,3,4,1,42,3,2,0,1,0,4960,11825,3,False,12,3,4,0,20,2,3,7,7,1,7
40,False,1,580,0,5,4,0,4,1,48,2,3,0,1,1,10475,23772,6,True,21,4,3,1,20,2,3,18,13,1,12
53,False,0,970,1,7,3,0,3,1,59,4,4,7,3,1,14814,13514,4,False,19,3,3,0,32,3,3,5,1,1,3
41,False,0,427,2,10,4,5,2,1,73,2,5,5,4,2,19141,8861,4,False,15,3,2,3,23,2,2,21,6,12,6
60,False,0,1179,0,16,4,3,1,1,84,3,2,0,1,0,5405,11924,9,False,14,3,4,0,10,1,3,2,2,2,2
27,False,1,294,1,10,2,0,4,1,32,3,3,3,1,2,8793,4809,2,False,21,4,3,2,9,4,2,9,7,1,7
41,False,0,314,2,1,3,5,4,1,59,2,5,5,3,1,19189,19562,2,False,12,3,2,1,22,3,3,22,7,2,10
50,False,0,316,0,8,4,3,4,1,54,3,1,6,2,1,3875,9983,8,False,15,3,4,1,4,2,3,2,2,2,2
28,True,0,654,1,1,2,0,1,0,67,1,1,1,2,0,2216,3872,8,True,13,3,4,0,10,4,3,7,7,3,7
36,False,2,427,1,8,3,0,1,0,63,4,3,7,1,1,11713,20335,10,False,14,3,1,1,10,2,3,8,7,0,5
38,False,0,168,1,1,3,0,3,0,81,3,3,3,3,0,7861,15397,5,True,14,3,4,0,10,4,4,1,0,0,0
44,False,2,381,1,24,3,2,1,1,49,1,1,2,3,0,3708,2104,3,False,14,3,3,0,9,5,3,5,2,1,4
47,False,1,217,0,3,3,2,4,0,49,3,4,0,3,2,13770,10225,10,True,12,3,4,2,28,2,2,22,2,11,13
30,False,0,501,0,27,5,3,3,1,99,3,2,0,4,2,5304,25275,8,False,23,4,4,1,10,2,2,8,7,7,7
29,False,0,1396,0,10,3,0,3,1,99,3,1,6,3,0,2642,2755,2,False,11,3,3,0,1,6,3,1,0,0,0
42,True,1,933,1,19,3,2,3,1,57,4,1,1,3,2,2759,20366,7,True,12,3,4,0,7,2,3,2,2,2,2
43,False,1,775,0,15,3,0,4,1,47,2,2,0,4,1,6804,23683,4,False,18,3,3,1,7,5,3,2,2,2,2
34,False,0,970,1,8,2,2,2,0,96,3,2,4,3,0,6142,7360,4,False,11,3,4,0,10,2,3,5,1,4,3
23,False,0,650,1,9,1,2,2,1,37,3,1,2,1,1,2500,4344,2,False,14,3,4,1,5,2,4,4,3,0,2
39,False,0,141,2,3,3,5,3,0,44,4,2,8,2,1,6389,18767,10,False,15,3,3,1,12,3,1,8,3,3,6
56,False,0,832,1,9,3,2,3,1,81,3,4,4,4,1,11103,20420,8,False,11,3,3,0,30,1,2,10,7,1,1
40,False,0,804,1,2,1,2,4,0,86,2,1,1,4,0,2342,22929,1,True,20,4,4,0,5,2,2,4,2,2,3
27,False,0,975,1,7,3,2,4,0,55,2,2,4,1,0,6811,23398,9,False,19,3,1,0,9,2,1,7,6,0,7
29,False,0,1090,0,10,3,3,4,1,83,3,1,6,2,2,2297,17967,2,False,14,3,4,2,2,2,3,2,2,2,2
53,False,0,346,1,6,3,0,4,1,86,3,2,2,4,0,2450,10919,3,False,17,3,4,0,19,4,3,2,2,2,2
35,False,2,1225,1,2,4,0,4,0,61,3,2,4,1,2,5093,4761,3,False,11,3,1,1,16,2,4,1,0,0,0
32,False,1,430,1,24,4,0,1,1,80,3,2,2,4,1,5309,21146,2,False,15,3,4,2,10,2,3,10,8,4,7
38,False,0,268,1,2,5,2,4,1,92,3,1,1,3,1,3057,20471,7,True,13,3,2,1,6,0,1,1,0,0,1
34,False,0,167,1,8,5,0,2,0,32,3,2,3,1,2,5121,4187,4,False,14,3,3,1,7,3,3,0,0,0,0
52,False,0,621,0,3,4,3,3,1,31,2,4,5,1,1,16856,10084,2,False,11,3,1,0,34,3,4,34,6,1,16
33,True,0,527,1,1,4,1,4,1,63,3,1,1,4,0,2686,5207,2,True,13,3,3,0,10,2,2,10,9,7,8
25,False,0,883,0,26,1,2,3,0,32,3,2,0,4,0,6180,22807,2,False,23,4,2,0,6,5,2,6,5,1,4
45,False,0,954,0,2,2,4,2,1,46,1,2,6,3,0,6632,12388,1,False,13,3,1,0,9,3,3,8,7,3,1
23,False,0,310,1,10,1,2,1,1,79,4,1,1,3,0,3505,19630,2,False,18,3,4,0,2,3,3,2,2,0,2
47,True,1,719,0,27,2,0,2,0,77,4,2,0,3,0,6397,10339,5,True,12,3,4,0,8,2,3,5,4,1,3
34,False,0,304,0,2,3,1,4,1,60,3,2,0,4,0,6274,18686,2,False,22,4,3,0,6,5,3,6,5,1,4
55,True,0,725,1,2,3,2,4,1,78,3,5,5,1,1,19859,21199,6,True,13,3,4,1,24,2,3,5,2,1,4
36,False,2,1434,0,8,4,0,1,1,76,2,3,0,1,0,7587,14229,2,False,15,3,2,0,10,1,3,10,7,0,9
52,False,2,715,1,19,4,2,4,1,41,3,1,1,4,1,4258,26589,1,False,18,3,1,1,5,3,3,4,3,1,2
26,False,1,575,1,1,2,0,1,0,71,1,1,2,4,2,4364,5288,4,False,14,3,1,1,5,2,3,2,2,2,0
29,False,0,657,1,27,3,2,2,0,66,3,2,4,3,1,4335,25549,5,False,12,3,1,1,11,3,2,8,7,1,1
26,True,0,1146,0,8,3,4,4,1,38,2,2,0,1,0,5326,3064,7,False,17,3,3,0,6,2,2,4,3,1,2
34,False,0,182,1,1,4,0,2,0,72,4,1,1,4,0,3280,13551,3,False,16,3,3,0,10,2,3,4,2,1,3
54,False,0,376,1,19,4,2,4,0,95,3,2,3,1,2,5485,22670,10,True,11,3,2,2,9,4,3,5,3,1,4
27,False,1,829,0,8,1,3,3,1,84,3,2,0,4,1,4342,24008,1,False,19,3,2,1,5,3,3,4,2,1,1
37,False,0,571,1,10,1,0,4,0,82,3,1,1,1,2,2782,19905,1,True,13,3,2,2,6,3,2,5,3,4,3
38,False,1,240,1,2,4,0,1,0,75,4,2,3,1,0,5980,26085,7,True,12,3,4,0,17,2,3,15,7,4,12
34,False,0,121,1,2,4,2,3,0,86,2,1,1,1,0,4381,7530,2,False,11,3,3,0,6,3,3,6,5,1,3
35,False,0,384,0,8,4,0,1,0,72,3,1,6,4,1,2572,20317,2,False,16,3,2,1,3,1,2,3,2,0,2
30,False,0,921,1,1,3,0,4,1,38,1,1,2,3,1,3833,24375,4,False,21,4,3,2,7,2,3,2,2,0,2
40,False,1,791,1,2,2,2,3,0,38,4,2,4,2,1,4244,9931,2,False,24,4,4,1,8,2,3,8,7,3,7
34,False,0,1111,0,8,2,0,3,0,93,3,2,0,1,1,6500,13305,6,False,17,3,2,1,6,1,3,3,2,1,2
42,False,1,570,1,8,3,0,2,1,66,3,5,5,4,2,18430,16225,2,False,13,3,2,1,24,4,2,24,7,14,9
23,True,0,1243,1,6,3,0,3,1,63,4,1,2,1,1,1601,3445,2,True,21,4,3,2,1,2,3,0,0,0,0
24,False,2,1092,1,9,3,0,3,1,60,2,1,2,2,2,2694,26551,2,False,11,3,3,3,1,4,3,1,0,0,0
52,False,0,1325,1,11,4,0,4,0,82,3,2,2,3,1,3149,21821,9,False,20,4,2,1,9,3,3,5,2,1,4
50,False,0,691,1,2,3,2,3,1,64,3,4,7,3,1,17639,6881,6,False,16,3,4,0,30,3,3,4,3,0,3
29,True,0,805,1,1,2,0,2,0,36,2,1,2,1,1,2319,6689,2,True,11,3,4,1,1,1,3,1,0,0,0
33,False,0,213,1,7,3,2,3,1,49,3,3,7,3,1,11691,25995,1,False,11,3,4,0,14,3,4,13,9,3,7
33,True,0,118,0,16,3,3,1,0,69,3,2,0,1,0,5324,26507,6,False,15,3,3,0,6,3,3,3,2,0,2
47,False,0,202,1,2,2,1,3,0,33,3,4,5,4,1,16752,12982,2,True,11,3,3,1,26,3,2,26,14,3,0
36,False,0,676,1,1,3,1,3,0,35,3,2,3,2,1,5228,23361,1,False,15,3,1,1,10,2,3,9,7,0,5
29,False,0,1252,1,23,2,0,3,1,81,4,1,1,3,1,2700,23779,2,False,24,4,3,1,10,3,3,10,7,0,7
58,True,0,286,1,2,4,0,4,1,31,3,5,7,2,0,19246,25761,8,True,12,3,4,0,40,2,3,31,15,13,8
35,False,0,1258,1,1,4,0,4,0,40,4,1,1,3,0,2506,13301,4,False,13,3,3,0,7,0,3,2,2,2,2
42,False,0,932,1,1,2,0,4,0,43,2,2,3,4,1,6062,4051,10,True,13,3,4,1,8,4,3,4,3,0,2
28,True,0,890,1,2,4,2,3,1,46,3,1,1,3,0,4382,16374,7,False,17,3,4,0,5,3,2,2,2,2,1
36,False,0,1041,2,13,3,5,3,1,36,3,1,8,2,1,2143,25527,5,False,13,3,2,1,8,2,3,5,2,0,4
32,False,0,859,1,4,3,0,3,0,98,2,2,3,3,1,6162,19124,2,False,12,3,3,1,14,3,3,14,13,6,8
40,False,1,720,1,16,4,2,1,1,51,2,2,2,3,0,5094,11983,7,False,14,3,4,0,10,6,3,1,0,0,0
30,False,0,946,1,2,3,2,3,0,52,2,2,3,4,0,6877,20234,6,True,24,4,2,0,12,4,2,0,0,0,0
45,False,0,252,1,2,3,0,2,0,95,2,1,1,3,0,2274,6153,2,False,14,3,4,0,1,3,3,1,0,0,0
42,False,0,933,1,29,3,0,2,1,98,3,2,3,2,1,4434,11806,2,False,13,3,4,1,10,3,2,9,8,7,8
38,False,1,471,1,12,3,0,1,1,45,2,2,4,1,2,6288,4284,3,False,15,3,3,1,13,3,2,4,3,1,2
34,False,1,702,1,16,4,0,3,0,100,2,1,1,4,0,2553,8306,2,False,16,3,3,0,6,3,3,5,2,1,3
49,True,0,1184,0,11,3,3,3,0,43,3,3,0,4,1,7654,5860,2,False,18,3,1,2,9,3,4,9,8,7,7
55,True,0,436,0,2,1,2,3,1,37,3,2,0,4,0,5160,21519,5,False,16,3,3,0,12,3,2,9,7,7,3
43,False,0,589,1,14,2,0,2,1,94,3,4,7,1,1,17159,5200,7,False,24,4,3,1,22,3,3,4,1,1,0
27,False,0,269,1,5,1,4,3,1,42,2,3,7,4,2,12808,8842,2,True,16,3,2,1,9,3,3,9,8,0,8
35,False,0,950,1,7,3,1,3,1,59,3,3,3,3,0,10221,18869,4,False,21,4,2,0,17,3,4,8,5,1,6
28,False,0,760,0,2,4,3,2,0,81,3,2,0,2,1,4779,3698,2,True,20,4,1,0,8,2,3,8,7,7,5
34,False,0,829,2,3,2,5,3,1,88,3,1,8,4,1,3737,2243,1,False,19,3,3,1,4,1,1,3,2,0,2
26,True,1,887,1,5,2,2,3,0,88,2,1,1,3,1,2366,20898,2,True,14,3,1,1,8,2,3,8,7,1,7
27,False,2,443,1,3,3,2,4,1,50,3,1,1,4,1,1706,16571,2,False,11,3,3,3,0,6,2,0,0,0,0
51,False,0,1318,0,26,4,3,1,0,66,3,4,5,3,1,16307,5594,3,False,14,3,3,1,29,2,2,20,6,4,17
44,False,0,625,1,4,3,2,4,1,50,3,2,4,2,0,5933,5197,10,False,12,3,4,0,10,2,2,5,2,2,3
25,False,0,180,1,2,1,2,1,1,65,4,1,1,1,0,3424,21632,8,False,13,3,3,0,6,3,2,4,3,0,1
33,False,0,586,0,1,3,2,1,1,48,4,2,0,1,2,4037,21816,2,False,22,4,1,1,9,5,3,9,8,0,8
35,False,0,1343,1,27,1,2,3,0,53,2,1,1,1,0,2559,17852,2,False,11,3,4,0,6,3,2,6,5,1,1
36,False,0,928,0,1,2,0,2,1,56,3,2,0,4,1,6201,2823,2,True,14,3,4,1,18,1,2,18,14,4,11
32,False,0,117,0,13,4,0,2,1,73,3,2,0,4,2,4403,9250,3,False,11,3,3,1,8,3,2,5,2,0,3
30,False,1,1012,1,5,4,0,2,1,75,2,1,1,4,2,3761,2373,10,False,12,3,2,1,10,3,2,5,4,0,3
53,False,0,661,0,7,2,3,1,0,78,2,3,0,4,1,10934,20715,8,True,18,3,4,1,35,3,3,5,2,0,4
45,False,0,930,0,9,3,3,4,1,74,3,3,0,1,2,10761,19239,5,True,12,3,3,1,18,2,3,5,4,0,2
32,False,0,638,1,8,2,2,3,0,91,4,2,1,3,1,5175,22162,6,False,12,3,3,1,9,3,2,5,3,1,3
52,False,1,890,1,25,4,2,3,0,81,2,4,3,4,1,13826,19028,4,False,22,4,3,0,31,3,3,9,8,0,0
37,False,0,342,0,16,4,3,4,1,66,2,2,0,3,2,6334,24558,5,False,19,3,4,2,9,2,3,1,0,0,0
28,False,0,1169,2,8,2,2,2,1,63,2,1,8,4,2,4936,23965,2,False,13,3,4,1,6,6,3,5,1,0,4
22,False,0,1230,1,1,2,0,4,1,33,2,2,3,4,1,4775,19146,7,False,22,4,1,2,4,2,1,2,2,2,2
44,False,0,986,1,8,4,0,1,1,62,4,1,2,4,1,2818,5044,3,True,24,4,3,1,10,2,2,3,2,0,2
42,False,1,1271,1,2,1,2,2,1,35,3,1,1,4,0,2515,9068,6,True,14,3,4,0,8,2,3,2,1,2,2
36,False,0,1278,2,8,3,0,1,1,77,2,1,8,1,1,2342,8635,1,False,21,4,3,0,6,3,3,5,4,0,3
25,False,0,141,0,3,1,1,3,1,98,3,2,0,1,1,4194,14363,2,True,18,3,4,0,5,3,3,5,3,0,3
